IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
5988,Ransomware,External,Critical,SIEM
5989,DDoS,External,High,Network Monitoring
5990,SQL Injection,External,High,WAF
5991,Insider Threat,Internal,High,Manual Report
5992,Credential Stuffing,External,Medium,Auth Logs
5993,Misconfiguration,Internal,Medium,Audit
5994,Zero-Day Exploit,External,Critical,Threat Intel
5995,Phishing,External,Medium,SIEM
5996,Malware,External,High,IDS
5997,Ransomware,External,Critical,SIEM
5998,DDoS,External,High,Network Monitoring
5999,SQL Injection,External,High,WAF
6000,Insider Threat,Internal,High,Manual Report
6001,Credential Stuffing,External,Medium,Auth Logs
6002,Misconfiguration,Internal,Medium,Audit
6003,Zero-Day Exploit,External,Critical,Threat Intel
6004,Phishing,External,Medium,SIEM
6005,Malware,External,High,IDS
6006,Ransomware,External,Critical,SIEM
6007,DDoS,External,High,Network Monitoring
6008,SQL Injection,External,High,WAF
6009,Insider Threat,Internal,High,Manual Report
6010,Credential Stuffing,External,Medium,Auth Logs
6011,Misconfiguration,Internal,Medium,Audit
6012,Zero-Day Exploit,External,Critical,Threat Intel
6013,Phishing,External,Medium,SIEM
6014,Malware,External,High,IDS
6015,Ransomware,External,Critical,SIEM
6016,DDoS,External,High,Network Monitoring
6017,SQL Injection,External,High,WAF
6018,Insider Threat,Internal,High,Manual Report
6019,Credential Stuffing,External,Medium,Auth Logs
6020,Misconfiguration,Internal,Medium,Audit
6021,Zero-Day Exploit,External,Critical,Threat Intel
6022,Phishing,External,Medium,SIEM
6023,Malware,External,High,IDS
6024,Ransomware,External,Critical,SIEM
6025,DDoS,External,High,Network Monitoring
6026,SQL Injection,External,High,WAF
6027,Insider Threat,Internal,High,Manual Report
6028,Credential Stuffing,External,Medium,Auth Logs
6029,Misconfiguration,Internal,Medium,Audit
6030,Zero-Day Exploit,External,Critical,Threat Intel
6031,Phishing,External,Medium,SIEM
6032,Malware,External,High,IDS
6033,Ransomware,External,Critical,SIEM
6034,DDoS,External,High,Network Monitoring
6035,SQL Injection,External,High,WAF
6036,Insider Threat,Internal,High,Manual Report
6037,Credential Stuffing,External,Medium,Auth Logs
6038,Misconfiguration,Internal,Medium,Audit
6039,Zero-Day Exploit,External,Critical,Threat Intel
6040,Phishing,External,Medium,SIEM
6041,Malware,External,High,IDS
6042,Ransomware,External,Critical,SIEM
6043,DDoS,External,High,Network Monitoring
6044,SQL Injection,External,High,WAF
6045,Insider Threat,Internal,High,Manual Report
6046,Credential Stuffing,External,Medium,Auth Logs
6047,Misconfiguration,Internal,Medium,Audit
6048,Zero-Day Exploit,External,Critical,Threat Intel
6049,Phishing,External,Medium,SIEM
6050,Malware,External,High,IDS
6051,Ransomware,External,Critical,SIEM
6052,DDoS,External,High,Network Monitoring
6053,SQL Injection,External,High,WAF
6054,Insider Threat,Internal,High,Manual Report
6055,Credential Stuffing,External,Medium,Auth Logs
6056,Misconfiguration,Internal,Medium,Audit
6057,Zero-Day Exploit,External,Critical,Threat Intel
6058,Phishing,External,Medium,SIEM
6059,Malware,External,High,IDS
6060,Ransomware,External,Critical,SIEM
6061,DDoS,External,High,Network Monitoring
6062,SQL Injection,External,High,WAF
6063,Insider Threat,Internal,High,Manual Report
6064,Credential Stuffing,External,Medium,Auth Logs
6065,Misconfiguration,Internal,Medium,Audit
6066,Zero-Day Exploit,External,Critical,Threat Intel
6067,Phishing,External,Medium,SIEM
6068,Malware,External,High,IDS
6069,Ransomware,External,Critical,SIEM
6070,DDoS,External,High,Network Monitoring
6071,SQL Injection,External,High,WAF
6072,Insider Threat,Internal,High,Manual Report
6073,Credential Stuffing,External,Medium,Auth Logs
6074,Misconfiguration,Internal,Medium,Audit
6075,Zero-Day Exploit,External,Critical,Threat Intel
6076,Phishing,External,Medium,SIEM
6077,Malware,External,High,IDS
6078,Ransomware,External,Critical,SIEM
6079,DDoS,External,High,Network Monitoring
6080,SQL Injection,External,High,WAF
6081,Insider Threat,Internal,High,Manual Report
6082,Credential Stuffing,External,Medium,Auth Logs
6083,Misconfiguration,Internal,Medium,Audit
6084,Zero-Day Exploit,External,Critical,Threat Intel
6085,Phishing,External,Medium,SIEM
6086,Malware,External,High,IDS
6087,Ransomware,External,Critical,SIEM
6088,DDoS,External,High,Network Monitoring
6089,SQL Injection,External,High,WAF
6090,Insider Threat,Internal,High,Manual Report
6091,Credential Stuffing,External,Medium,Auth Logs
6092,Misconfiguration,Internal,Medium,Audit
6093,Zero-Day Exploit,External,Critical,Threat Intel
6094,Phishing,External,Medium,SIEM
6095,Malware,External,High,IDS
6096,Ransomware,External,Critical,SIEM
6097,DDoS,External,High,Network Monitoring
6098,SQL Injection,External,High,WAF
6099,Insider Threat,Internal,High,Manual Report
6100,Credential Stuffing,External,Medium,Auth Logs
6101,Misconfiguration,Internal,Medium,Audit
6102,Zero-Day Exploit,External,Critical,Threat Intel
6103,Phishing,External,Medium,SIEM
6104,Malware,External,High,IDS
6105,Ransomware,External,Critical,SIEM
6106,DDoS,External,High,Network Monitoring
6107,SQL Injection,External,High,WAF
6108,Insider Threat,Internal,High,Manual Report
6109,Credential Stuffing,External,Medium,Auth Logs
6110,Misconfiguration,Internal,Medium,Audit
6111,Zero-Day Exploit,External,Critical,Threat Intel
6112,Phishing,External,Medium,SIEM
6113,Malware,External,High,IDS
6114,Ransomware,External,Critical,SIEM
6115,DDoS,External,High,Network Monitoring
6116,SQL Injection,External,High,WAF
6117,Insider Threat,Internal,High,Manual Report
6118,Credential Stuffing,External,Medium,Auth Logs
6119,Misconfiguration,Internal,Medium,Audit
6120,Zero-Day Exploit,External,Critical,Threat Intel
6121,Phishing,External,Medium,SIEM
6122,Malware,External,High,IDS
6123,Ransomware,External,Critical,SIEM
6124,DDoS,External,High,Network Monitoring
6125,SQL Injection,External,High,WAF
6126,Insider Threat,Internal,High,Manual Report
6127,Credential Stuffing,External,Medium,Auth Logs
6128,Misconfiguration,Internal,Medium,Audit
6129,Zero-Day Exploit,External,Critical,Threat Intel
6130,Phishing,External,Medium,SIEM
6131,Malware,External,High,IDS
6132,Ransomware,External,Critical,SIEM
6133,DDoS,External,High,Network Monitoring
6134,SQL Injection,External,High,WAF
6135,Insider Threat,Internal,High,Manual Report
6136,Credential Stuffing,External,Medium,Auth Logs
6137,Misconfiguration,Internal,Medium,Audit
6138,Zero-Day Exploit,External,Critical,Threat Intel
6139,Phishing,External,Medium,SIEM
6140,Malware,External,High,IDS
6141,Ransomware,External,Critical,SIEM
6142,DDoS,External,High,Network Monitoring
6143,SQL Injection,External,High,WAF
6144,Insider Threat,Internal,High,Manual Report
6145,Credential Stuffing,External,Medium,Auth Logs
6146,Misconfiguration,Internal,Medium,Audit
6147,Zero-Day Exploit,External,Critical,Threat Intel
6148,Phishing,External,Medium,SIEM
6149,Malware,External,High,IDS
6150,Ransomware,External,Critical,SIEM
6151,DDoS,External,High,Network Monitoring
6152,SQL Injection,External,High,WAF
6153,Insider Threat,Internal,High,Manual Report
6154,Credential Stuffing,External,Medium,Auth Logs
6155,Misconfiguration,Internal,Medium,Audit
6156,Zero-Day Exploit,External,Critical,Threat Intel
6157,Phishing,External,Medium,SIEM
6158,Malware,External,High,IDS
6159,Ransomware,External,Critical,SIEM
6160,DDoS,External,High,Network Monitoring
6161,SQL Injection,External,High,WAF
6162,Insider Threat,Internal,High,Manual Report
6163,Credential Stuffing,External,Medium,Auth Logs
6164,Misconfiguration,Internal,Medium,Audit
6165,Zero-Day Exploit,External,Critical,Threat Intel
6166,Phishing,External,Medium,SIEM
6167,Malware,External,High,IDS
6168,Ransomware,External,Critical,SIEM
6169,DDoS,External,High,Network Monitoring
6170,SQL Injection,External,High,WAF
6171,Insider Threat,Internal,High,Manual Report
6172,Credential Stuffing,External,Medium,Auth Logs
6173,Misconfiguration,Internal,Medium,Audit
6174,Zero-Day Exploit,External,Critical,Threat Intel
6175,Phishing,External,Medium,SIEM
6176,Malware,External,High,IDS
6177,Ransomware,External,Critical,SIEM
6178,DDoS,External,High,Network Monitoring
6179,SQL Injection,External,High,WAF
6180,Insider Threat,Internal,High,Manual Report
6181,Credential Stuffing,External,Medium,Auth Logs
6182,Misconfiguration,Internal,Medium,Audit
6183,Zero-Day Exploit,External,Critical,Threat Intel
6184,Phishing,External,Medium,SIEM
6185,Malware,External,High,IDS
6186,Ransomware,External,Critical,SIEM
6187,DDoS,External,High,Network Monitoring
6188,SQL Injection,External,High,WAF
6189,Insider Threat,Internal,High,Manual Report
6190,Credential Stuffing,External,Medium,Auth Logs
6191,Misconfiguration,Internal,Medium,Audit
6192,Zero-Day Exploit,External,Critical,Threat Intel
6193,Phishing,External,Medium,SIEM
6194,Malware,External,High,IDS
6195,Ransomware,External,Critical,SIEM
6196,DDoS,External,High,Network Monitoring
6197,SQL Injection,External,High,WAF
6198,Insider Threat,Internal,High,Manual Report
6199,Credential Stuffing,External,Medium,Auth Logs
6200,Misconfiguration,Internal,Medium,Audit
6201,Zero-Day Exploit,External,Critical,Threat Intel
6202,Phishing,External,Medium,SIEM
6203,Malware,External,High,IDS
6204,Ransomware,External,Critical,SIEM
6205,DDoS,External,High,Network Monitoring
6206,SQL Injection,External,High,WAF
6207,Insider Threat,Internal,High,Manual Report
6208,Credential Stuffing,External,Medium,Auth Logs
6209,Misconfiguration,Internal,Medium,Audit
6210,Zero-Day Exploit,External,Critical,Threat Intel
6211,Phishing,External,Medium,SIEM
6212,Malware,External,High,IDS
6213,Ransomware,External,Critical,SIEM
6214,DDoS,External,High,Network Monitoring
6215,SQL Injection,External,High,WAF
6216,Insider Threat,Internal,High,Manual Report
6217,Credential Stuffing,External,Medium,Auth Logs
6218,Misconfiguration,Internal,Medium,Audit
6219,Zero-Day Exploit,External,Critical,Threat Intel
6220,Phishing,External,Medium,SIEM
6221,Malware,External,High,IDS
6222,Ransomware,External,Critical,SIEM
6223,DDoS,External,High,Network Monitoring
6224,SQL Injection,External,High,WAF
6225,Insider Threat,Internal,High,Manual Report
6226,Credential Stuffing,External,Medium,Auth Logs
6227,Misconfiguration,Internal,Medium,Audit
6228,Zero-Day Exploit,External,Critical,Threat Intel
6229,Phishing,External,Medium,SIEM
6230,Malware,External,High,IDS
6231,Ransomware,External,Critical,SIEM
6232,DDoS,External,High,Network Monitoring
6233,SQL Injection,External,High,WAF
6234,Insider Threat,Internal,High,Manual Report
6235,Credential Stuffing,External,Medium,Auth Logs
6236,Misconfiguration,Internal,Medium,Audit
6237,Zero-Day Exploit,External,Critical,Threat Intel
6238,Phishing,External,Medium,SIEM
6239,Malware,External,High,IDS
6240,Ransomware,External,Critical,SIEM
6241,DDoS,External,High,Network Monitoring
6242,SQL Injection,External,High,WAF
6243,Insider Threat,Internal,High,Manual Report
6244,Credential Stuffing,External,Medium,Auth Logs
6245,Misconfiguration,Internal,Medium,Audit
6246,Zero-Day Exploit,External,Critical,Threat Intel
6247,Phishing,External,Medium,SIEM
6248,Malware,External,High,IDS
6249,Ransomware,External,Critical,SIEM
6250,DDoS,External,High,Network Monitoring
6251,SQL Injection,External,High,WAF
6252,Insider Threat,Internal,High,Manual Report
6253,Credential Stuffing,External,Medium,Auth Logs
6254,Misconfiguration,Internal,Medium,Audit
6255,Zero-Day Exploit,External,Critical,Threat Intel
6256,Phishing,External,Medium,SIEM
6257,Malware,External,High,IDS
6258,Ransomware,External,Critical,SIEM
6259,DDoS,External,High,Network Monitoring
6260,SQL Injection,External,High,WAF
6261,Insider Threat,Internal,High,Manual Report
6262,Credential Stuffing,External,Medium,Auth Logs
6263,Misconfiguration,Internal,Medium,Audit
6264,Zero-Day Exploit,External,Critical,Threat Intel
6265,Phishing,External,Medium,SIEM
6266,Malware,External,High,IDS
6267,Ransomware,External,Critical,SIEM
6268,DDoS,External,High,Network Monitoring
6269,SQL Injection,External,High,WAF
6270,Insider Threat,Internal,High,Manual Report
6271,Credential Stuffing,External,Medium,Auth Logs
6272,Misconfiguration,Internal,Medium,Audit
6273,Zero-Day Exploit,External,Critical,Threat Intel
6274,Phishing,External,Medium,SIEM
6275,Malware,External,High,IDS
6276,Ransomware,External,Critical,SIEM
6277,DDoS,External,High,Network Monitoring
6278,SQL Injection,External,High,WAF
6279,Insider Threat,Internal,High,Manual Report
6280,Credential Stuffing,External,Medium,Auth Logs
6281,Misconfiguration,Internal,Medium,Audit
6282,Zero-Day Exploit,External,Critical,Threat Intel
6283,Phishing,External,Medium,SIEM
6284,Malware,External,High,IDS
6285,Ransomware,External,Critical,SIEM
6286,DDoS,External,High,Network Monitoring
6287,SQL Injection,External,High,WAF
6288,Insider Threat,Internal,High,Manual Report
6289,Credential Stuffing,External,Medium,Auth Logs
6290,Misconfiguration,Internal,Medium,Audit
6291,Zero-Day Exploit,External,Critical,Threat Intel
6292,Phishing,External,Medium,SIEM
6293,Malware,External,High,IDS
6294,Ransomware,External,Critical,SIEM
6295,DDoS,External,High,Network Monitoring
6296,SQL Injection,External,High,WAF
6297,Insider Threat,Internal,High,Manual Report
6298,Credential Stuffing,External,Medium,Auth Logs
6299,Misconfiguration,Internal,Medium,Audit
6300,Zero-Day Exploit,External,Critical,Threat Intel
6301,Phishing,External,Medium,SIEM
6302,Malware,External,High,IDS
6303,Ransomware,External,Critical,SIEM
6304,DDoS,External,High,Network Monitoring
6305,SQL Injection,External,High,WAF
6306,Insider Threat,Internal,High,Manual Report
6307,Credential Stuffing,External,Medium,Auth Logs
6308,Misconfiguration,Internal,Medium,Audit
6309,Zero-Day Exploit,External,Critical,Threat Intel
6310,Phishing,External,Medium,SIEM
6311,Malware,External,High,IDS
6312,Ransomware,External,Critical,SIEM
6313,DDoS,External,High,Network Monitoring
6314,SQL Injection,External,High,WAF
6315,Insider Threat,Internal,High,Manual Report
6316,Credential Stuffing,External,Medium,Auth Logs
6317,Misconfiguration,Internal,Medium,Audit
6318,Zero-Day Exploit,External,Critical,Threat Intel
6319,Phishing,External,Medium,SIEM
6320,Malware,External,High,IDS
6321,Ransomware,External,Critical,SIEM
6322,DDoS,External,High,Network Monitoring
6323,SQL Injection,External,High,WAF
6324,Insider Threat,Internal,High,Manual Report
6325,Credential Stuffing,External,Medium,Auth Logs
6326,Misconfiguration,Internal,Medium,Audit
6327,Zero-Day Exploit,External,Critical,Threat Intel
6328,Phishing,External,Medium,SIEM
6329,Malware,External,High,IDS
6330,Ransomware,External,Critical,SIEM
6331,DDoS,External,High,Network Monitoring
6332,SQL Injection,External,High,WAF
6333,Insider Threat,Internal,High,Manual Report
6334,Credential Stuffing,External,Medium,Auth Logs
6335,Misconfiguration,Internal,Medium,Audit
6336,Zero-Day Exploit,External,Critical,Threat Intel
6337,Phishing,External,Medium,SIEM
6338,Malware,External,High,IDS
6339,Ransomware,External,Critical,SIEM
6340,DDoS,External,High,Network Monitoring
6341,SQL Injection,External,High,WAF
6342,Insider Threat,Internal,High,Manual Report
6343,Credential Stuffing,External,Medium,Auth Logs
6344,Misconfiguration,Internal,Medium,Audit
6345,Zero-Day Exploit,External,Critical,Threat Intel
6346,Phishing,External,Medium,SIEM
6347,Malware,External,High,IDS
6348,Ransomware,External,Critical,SIEM
6349,DDoS,External,High,Network Monitoring
6350,SQL Injection,External,High,WAF
6351,Insider Threat,Internal,High,Manual Report
6352,Credential Stuffing,External,Medium,Auth Logs
6353,Misconfiguration,Internal,Medium,Audit
6354,Zero-Day Exploit,External,Critical,Threat Intel
6355,Phishing,External,Medium,SIEM
6356,Malware,External,High,IDS
6357,Ransomware,External,Critical,SIEM
6358,DDoS,External,High,Network Monitoring
6359,SQL Injection,External,High,WAF
6360,Insider Threat,Internal,High,Manual Report
6361,Credential Stuffing,External,Medium,Auth Logs
6362,Misconfiguration,Internal,Medium,Audit
6363,Zero-Day Exploit,External,Critical,Threat Intel
6364,Phishing,External,Medium,SIEM
6365,Malware,External,High,IDS
6366,Ransomware,External,Critical,SIEM
6367,DDoS,External,High,Network Monitoring
6368,SQL Injection,External,High,WAF
6369,Insider Threat,Internal,High,Manual Report
6370,Credential Stuffing,External,Medium,Auth Logs
6371,Misconfiguration,Internal,Medium,Audit
6372,Zero-Day Exploit,External,Critical,Threat Intel
6373,Phishing,External,Medium,SIEM
6374,Malware,External,High,IDS
6375,Ransomware,External,Critical,SIEM
6376,DDoS,External,High,Network Monitoring
6377,SQL Injection,External,High,WAF
6378,Insider Threat,Internal,High,Manual Report
6379,Credential Stuffing,External,Medium,Auth Logs
6380,Misconfiguration,Internal,Medium,Audit
6381,Zero-Day Exploit,External,Critical,Threat Intel
6382,Phishing,External,Medium,SIEM
6383,Malware,External,High,IDS
6384,Ransomware,External,Critical,SIEM
6385,DDoS,External,High,Network Monitoring
6386,SQL Injection,External,High,WAF
6387,Insider Threat,Internal,High,Manual Report
6388,Credential Stuffing,External,Medium,Auth Logs
6389,Misconfiguration,Internal,Medium,Audit
6390,Zero-Day Exploit,External,Critical,Threat Intel
6391,Phishing,External,Medium,SIEM
6392,Malware,External,High,IDS
6393,Ransomware,External,Critical,SIEM
6394,DDoS,External,High,Network Monitoring
6395,SQL Injection,External,High,WAF
6396,Insider Threat,Internal,High,Manual Report
6397,Credential Stuffing,External,Medium,Auth Logs
6398,Misconfiguration,Internal,Medium,Audit
6399,Zero-Day Exploit,External,Critical,Threat Intel
6400,Phishing,External,Medium,SIEM
6401,Malware,External,High,IDS
6402,Ransomware,External,Critical,SIEM
6403,DDoS,External,High,Network Monitoring
6404,SQL Injection,External,High,WAF
6405,Insider Threat,Internal,High,Manual Report
6406,Credential Stuffing,External,Medium,Auth Logs
6407,Misconfiguration,Internal,Medium,Audit
6408,Zero-Day Exploit,External,Critical,Threat Intel
6409,Phishing,External,Medium,SIEM
6410,Malware,External,High,IDS
6411,Ransomware,External,Critical,SIEM
6412,DDoS,External,High,Network Monitoring
6413,SQL Injection,External,High,WAF
6414,Insider Threat,Internal,High,Manual Report
6415,Credential Stuffing,External,Medium,Auth Logs
6416,Misconfiguration,Internal,Medium,Audit
6417,Zero-Day Exploit,External,Critical,Threat Intel
6418,Phishing,External,Medium,SIEM
6419,Malware,External,High,IDS
6420,Ransomware,External,Critical,SIEM
6421,DDoS,External,High,Network Monitoring
6422,SQL Injection,External,High,WAF
6423,Insider Threat,Internal,High,Manual Report
6424,Credential Stuffing,External,Medium,Auth Logs
6425,Misconfiguration,Internal,Medium,Audit
6426,Zero-Day Exploit,External,Critical,Threat Intel
6427,Phishing,External,Medium,SIEM
6428,Malware,External,High,IDS
6429,Ransomware,External,Critical,SIEM
6430,DDoS,External,High,Network Monitoring
6431,SQL Injection,External,High,WAF
6432,Insider Threat,Internal,High,Manual Report
6433,Credential Stuffing,External,Medium,Auth Logs
6434,Misconfiguration,Internal,Medium,Audit
6435,Zero-Day Exploit,External,Critical,Threat Intel
6436,Phishing,External,Medium,SIEM
6437,Malware,External,High,IDS
6438,Ransomware,External,Critical,SIEM
6439,DDoS,External,High,Network Monitoring
6440,SQL Injection,External,High,WAF
6441,Insider Threat,Internal,High,Manual Report
6442,Credential Stuffing,External,Medium,Auth Logs
6443,Misconfiguration,Internal,Medium,Audit
6444,Zero-Day Exploit,External,Critical,Threat Intel
6445,Phishing,External,Medium,SIEM
6446,Malware,External,High,IDS
6447,Ransomware,External,Critical,SIEM
6448,DDoS,External,High,Network Monitoring
6449,SQL Injection,External,High,WAF
6450,Insider Threat,Internal,High,Manual Report
6451,Credential Stuffing,External,Medium,Auth Logs
6452,Misconfiguration,Internal,Medium,Audit
6453,Zero-Day Exploit,External,Critical,Threat Intel
6454,Phishing,External,Medium,SIEM
6455,Malware,External,High,IDS
6456,Ransomware,External,Critical,SIEM
6457,DDoS,External,High,Network Monitoring
6458,SQL Injection,External,High,WAF
6459,Insider Threat,Internal,High,Manual Report
6460,Credential Stuffing,External,Medium,Auth Logs
6461,Misconfiguration,Internal,Medium,Audit
6462,Zero-Day Exploit,External,Critical,Threat Intel
6463,Phishing,External,Medium,SIEM
6464,Malware,External,High,IDS
6465,Ransomware,External,Critical,SIEM
6466,DDoS,External,High,Network Monitoring
6467,SQL Injection,External,High,WAF
6468,Insider Threat,Internal,High,Manual Report
6469,Credential Stuffing,External,Medium,Auth Logs
6470,Misconfiguration,Internal,Medium,Audit
6471,Zero-Day Exploit,External,Critical,Threat Intel
6472,Phishing,External,Medium,SIEM
6473,Malware,External,High,IDS
6474,Ransomware,External,Critical,SIEM
6475,DDoS,External,High,Network Monitoring
6476,SQL Injection,External,High,WAF
6477,Insider Threat,Internal,High,Manual Report
6478,Credential Stuffing,External,Medium,Auth Logs
6479,Misconfiguration,Internal,Medium,Audit
6480,Zero-Day Exploit,External,Critical,Threat Intel
6481,Phishing,External,Medium,SIEM
6482,Malware,External,High,IDS
6483,Ransomware,External,Critical,SIEM
6484,DDoS,External,High,Network Monitoring
6485,SQL Injection,External,High,WAF
6486,Insider Threat,Internal,High,Manual Report
6487,Credential Stuffing,External,Medium,Auth Logs
6488,Misconfiguration,Internal,Medium,Audit
6489,Zero-Day Exploit,External,Critical,Threat Intel
6490,Phishing,External,Medium,SIEM
6491,Malware,External,High,IDS
6492,Ransomware,External,Critical,SIEM
6493,DDoS,External,High,Network Monitoring
6494,SQL Injection,External,High,WAF
6495,Insider Threat,Internal,High,Manual Report
6496,Credential Stuffing,External,Medium,Auth Logs
6497,Misconfiguration,Internal,Medium,Audit
6498,Zero-Day Exploit,External,Critical,Threat Intel
6499,Phishing,External,Medium,SIEM
6500,Malware,External,High,IDS
6501,Ransomware,External,Critical,SIEM
6502,DDoS,External,High,Network Monitoring
6503,SQL Injection,External,High,WAF
6504,Insider Threat,Internal,High,Manual Report
6505,Credential Stuffing,External,Medium,Auth Logs
6506,Misconfiguration,Internal,Medium,Audit
6507,Zero-Day Exploit,External,Critical,Threat Intel
6508,Phishing,External,Medium,SIEM
6509,Malware,External,High,IDS
6510,Ransomware,External,Critical,SIEM
6511,DDoS,External,High,Network Monitoring
6512,SQL Injection,External,High,WAF
6513,Insider Threat,Internal,High,Manual Report
6514,Credential Stuffing,External,Medium,Auth Logs
6515,Misconfiguration,Internal,Medium,Audit
6516,Zero-Day Exploit,External,Critical,Threat Intel
6517,Phishing,External,Medium,SIEM
6518,Malware,External,High,IDS
6519,Ransomware,External,Critical,SIEM
6520,DDoS,External,High,Network Monitoring
6521,SQL Injection,External,High,WAF
6522,Insider Threat,Internal,High,Manual Report
6523,Credential Stuffing,External,Medium,Auth Logs
6524,Misconfiguration,Internal,Medium,Audit
6525,Zero-Day Exploit,External,Critical,Threat Intel
6526,Phishing,External,Medium,SIEM
6527,Malware,External,High,IDS
6528,Ransomware,External,Critical,SIEM
6529,DDoS,External,High,Network Monitoring
6530,SQL Injection,External,High,WAF
6531,Insider Threat,Internal,High,Manual Report
6532,Credential Stuffing,External,Medium,Auth Logs
6533,Misconfiguration,Internal,Medium,Audit
6534,Zero-Day Exploit,External,Critical,Threat Intel
6535,Phishing,External,Medium,SIEM
6536,Malware,External,High,IDS
6537,Ransomware,External,Critical,SIEM
6538,DDoS,External,High,Network Monitoring
6539,SQL Injection,External,High,WAF
6540,Insider Threat,Internal,High,Manual Report
6541,Credential Stuffing,External,Medium,Auth Logs
6542,Misconfiguration,Internal,Medium,Audit
6543,Zero-Day Exploit,External,Critical,Threat Intel
6544,Phishing,External,Medium,SIEM
6545,Malware,External,High,IDS
6546,Ransomware,External,Critical,SIEM
6547,DDoS,External,High,Network Monitoring
6548,SQL Injection,External,High,WAF
6549,Insider Threat,Internal,High,Manual Report
6550,Credential Stuffing,External,Medium,Auth Logs
6551,Misconfiguration,Internal,Medium,Audit
6552,Zero-Day Exploit,External,Critical,Threat Intel
6553,Phishing,External,Medium,SIEM
6554,Malware,External,High,IDS
6555,Ransomware,External,Critical,SIEM
6556,DDoS,External,High,Network Monitoring
6557,SQL Injection,External,High,WAF
6558,Insider Threat,Internal,High,Manual Report
6559,Credential Stuffing,External,Medium,Auth Logs
6560,Misconfiguration,Internal,Medium,Audit
6561,Zero-Day Exploit,External,Critical,Threat Intel
6562,Phishing,External,Medium,SIEM
6563,Malware,External,High,IDS
6564,Ransomware,External,Critical,SIEM
6565,DDoS,External,High,Network Monitoring
6566,SQL Injection,External,High,WAF
6567,Insider Threat,Internal,High,Manual Report
6568,Credential Stuffing,External,Medium,Auth Logs
6569,Misconfiguration,Internal,Medium,Audit
6570,Zero-Day Exploit,External,Critical,Threat Intel
6571,Phishing,External,Medium,SIEM
6572,Malware,External,High,IDS
6573,Ransomware,External,Critical,SIEM
6574,DDoS,External,High,Network Monitoring
6575,SQL Injection,External,High,WAF
6576,Insider Threat,Internal,High,Manual Report
6577,Credential Stuffing,External,Medium,Auth Logs
6578,Misconfiguration,Internal,Medium,Audit
6579,Zero-Day Exploit,External,Critical,Threat Intel
6580,Phishing,External,Medium,SIEM
6581,Malware,External,High,IDS
6582,Ransomware,External,Critical,SIEM
6583,DDoS,External,High,Network Monitoring
6584,SQL Injection,External,High,WAF
6585,Insider Threat,Internal,High,Manual Report
6586,Credential Stuffing,External,Medium,Auth Logs
6587,Misconfiguration,Internal,Medium,Audit
6588,Zero-Day Exploit,External,Critical,Threat Intel
6589,Phishing,External,Medium,SIEM
6590,Malware,External,High,IDS
6591,Ransomware,External,Critical,SIEM
6592,DDoS,External,High,Network Monitoring
6593,SQL Injection,External,High,WAF
6594,Insider Threat,Internal,High,Manual Report
6595,Credential Stuffing,External,Medium,Auth Logs
6596,Misconfiguration,Internal,Medium,Audit
6597,Zero-Day Exploit,External,Critical,Threat Intel
6598,Phishing,External,Medium,SIEM
6599,Malware,External,High,IDS
6600,Ransomware,External,Critical,SIEM
6601,DDoS,External,High,Network Monitoring
6602,SQL Injection,External,High,WAF
6603,Insider Threat,Internal,High,Manual Report
6604,Credential Stuffing,External,Medium,Auth Logs
6605,Misconfiguration,Internal,Medium,Audit
6606,Zero-Day Exploit,External,Critical,Threat Intel
6607,Phishing,External,Medium,SIEM
6608,Malware,External,High,IDS
6609,Ransomware,External,Critical,SIEM
6610,DDoS,External,High,Network Monitoring
6611,SQL Injection,External,High,WAF
6612,Insider Threat,Internal,High,Manual Report
6613,Credential Stuffing,External,Medium,Auth Logs
6614,Misconfiguration,Internal,Medium,Audit
6615,Zero-Day Exploit,External,Critical,Threat Intel
6616,Phishing,External,Medium,SIEM
6617,Malware,External,High,IDS
6618,Ransomware,External,Critical,SIEM
6619,DDoS,External,High,Network Monitoring
6620,SQL Injection,External,High,WAF
6621,Insider Threat,Internal,High,Manual Report
6622,Credential Stuffing,External,Medium,Auth Logs
6623,Misconfiguration,Internal,Medium,Audit
6624,Zero-Day Exploit,External,Critical,Threat Intel
6625,Phishing,External,Medium,SIEM
6626,Malware,External,High,IDS
6627,Ransomware,External,Critical,SIEM
6628,DDoS,External,High,Network Monitoring
6629,SQL Injection,External,High,WAF
6630,Insider Threat,Internal,High,Manual Report
6631,Credential Stuffing,External,Medium,Auth Logs
6632,Misconfiguration,Internal,Medium,Audit
6633,Zero-Day Exploit,External,Critical,Threat Intel
6634,Phishing,External,Medium,SIEM
6635,Malware,External,High,IDS
6636,Ransomware,External,Critical,SIEM
6637,DDoS,External,High,Network Monitoring
6638,SQL Injection,External,High,WAF
6639,Insider Threat,Internal,High,Manual Report
6640,Credential Stuffing,External,Medium,Auth Logs
6641,Misconfiguration,Internal,Medium,Audit
6642,Zero-Day Exploit,External,Critical,Threat Intel
6643,Phishing,External,Medium,SIEM
6644,Malware,External,High,IDS
6645,Ransomware,External,Critical,SIEM
6646,DDoS,External,High,Network Monitoring
6647,SQL Injection,External,High,WAF
6648,Insider Threat,Internal,High,Manual Report
6649,Credential Stuffing,External,Medium,Auth Logs
6650,Misconfiguration,Internal,Medium,Audit
6651,Zero-Day Exploit,External,Critical,Threat Intel
