ResponseID,Incident_ID,ActionTaken,ResponsibleTeam,ActionDate,Response_Time_Hours,Resolution_Effectiveness,Follow_Up_Required
8332,2063,Backup Restored,SOC,17-07-2025,35.59,4,FALSE
8333,17471,Account Locked,Third-Party,27-08-2025,60.3,7,FALSE
8334,24299,Account Locked,Management,,42.49,9,FALSE
8335,10275,Patch Applied,SOC,01-08-2024,27.63,8,TRUE
8336,1839,Legal Notified,Legal,10-05-2025,84.2,5,FALSE
8337,15030,Legal Notified,Management,,34.43,5,FALSE
8338,47880,Account Locked,Management,19-04-2024,73.95,7,TRUE
8339,25122,Account Locked,Legal,,74.98,4,FALSE
8340,9488,Password Reset,Legal,14-08-2025,56.75,8,FALSE
8341,32466,Patch Applied,Third-Party,20-07-2025,20.21,9,TRUE
8342,23244,Backup Restored,Management,,75.67,9,FALSE
8343,6049,Forensic Analysis,Management,,115.29,9,FALSE
8344,26092,Account Locked,Management,,99.42,9,FALSE
8345,20,Backup Restored,SOC,16-07-2025,22.13,7,FALSE
8346,41576,Password Reset,Management,16-09-2023,73.61,3,FALSE
8347,24266,Password Reset,Legal,,112.69,2,FALSE
8348,20802,Forensic Analysis,Legal,28-07-2025,2.58,7,FALSE
8349,23249,Account Locked,Third-Party,,43.31,5,TRUE
8350,9876,Account Locked,SOC,25-09-2025,32.59,7,FALSE
8351,42180,Legal Notified,IT,14-03-2025,19.67,4,FALSE
8352,6412,Account Locked,Management,12-08-2025,59.3,8,FALSE
8353,4789,Password Reset,IT,,67.14,9,TRUE
8354,5050,Patch Applied,SOC,,103.44,8,FALSE
8355,30140,Account Locked,IT,17-01-2025,10.56,3,FALSE
8356,10829,Backup Restored,Management,15-05-2023,0.46,4,FALSE
8357,24339,Password Reset,IT,27-03-2024,64.15,2,FALSE
8358,6469,Account Locked,IT,22-08-2023,92.17,9,FALSE
8359,32402,Backup Restored,IT,31-07-2025,44.45,1,FALSE
8360,37918,Password Reset,IT,,16.58,7,FALSE
8361,24280,Password Reset,Legal,,7.86,5,TRUE
8362,11635,Patch Applied,Third-Party,13-12-2024,28.98,7,TRUE
8363,2825,Password Reset,IT,29-03-2024,98.68,2,FALSE
8364,5964,Patch Applied,Third-Party,19-04-2024,101.26,4,FALSE
8365,18839,Backup Restored,IT,25-06-2025,119.59,6,TRUE
8366,46907,Legal Notified,Management,10-07-2024,19.03,5,FALSE
8367,10117,Account Locked,SOC,21-02-2024,99.81,5,TRUE
8368,48334,Password Reset,Third-Party,19-12-2023,87.86,9,TRUE
8369,35568,Account Locked,IT,19-02-2025,62.09,2,TRUE
8370,8815,Legal Notified,Legal,15-09-2024,32.49,2,TRUE
8371,16458,Account Locked,Third-Party,07-07-2024,108.26,2,FALSE
8372,32414,Legal Notified,Management,30-08-2025,109.93,6,TRUE
8373,6319,Forensic Analysis,SOC,21-08-2022,110.32,8,TRUE
8374,155,Account Locked,Management,03-01-2024,61.51,7,FALSE
8375,11489,Backup Restored,Third-Party,02-05-2022,22.25,6,TRUE
8376,30742,Backup Restored,SOC,24-12-2023,28.77,7,TRUE
8377,938,Legal Notified,Legal,24-02-2023,108.55,8,FALSE
8378,5478,Password Reset,Management,01-12-2024,105.75,8,FALSE
8379,4240,Forensic Analysis,SOC,23-11-2024,111.21,6,TRUE
8380,44367,Forensic Analysis,Legal,12-07-2023,62.64,6,TRUE
8381,4973,Password Reset,IT,,106.02,9,FALSE
8382,8402,Forensic Analysis,IT,03-11-2024,85.29,4,FALSE
8383,4849,Backup Restored,SOC,,118.79,7,FALSE
8384,35076,Legal Notified,Legal,24-06-2025,5.43,7,FALSE
8385,39277,Forensic Analysis,Third-Party,,65.93,8,TRUE
8386,13053,Forensic Analysis,Management,,57.24,5,FALSE
8387,30445,Account Locked,SOC,21-02-2025,109.9,5,TRUE
8388,1867,Account Locked,SOC,,56.68,2,FALSE
8389,39230,Forensic Analysis,Third-Party,21-08-2024,53.04,9,FALSE
8390,18136,Patch Applied,IT,19-03-2025,3.85,4,TRUE
8391,9414,Legal Notified,Third-Party,30-03-2024,1.07,4,TRUE
8392,37247,Backup Restored,IT,09-08-2024,10.71,3,FALSE
8393,16520,Backup Restored,Third-Party,26-02-2024,103.37,5,FALSE
8394,8021,Patch Applied,Management,05-08-2024,29.14,7,FALSE
8395,32383,Account Locked,Management,19-11-2023,10.13,6,TRUE
8396,43520,Password Reset,IT,03-01-2024,1.16,3,FALSE
8397,39500,Backup Restored,SOC,21-08-2024,69.76,6,TRUE
8398,1766,Patch Applied,SOC,,13.8,6,FALSE
8399,48395,Password Reset,Management,27-10-2023,111.77,5,TRUE
8400,43254,Forensic Analysis,Third-Party,,112.47,8,FALSE
8401,24747,Backup Restored,Legal,24-11-2024,87.99,9,FALSE
8402,28414,Forensic Analysis,IT,15-03-2025,12.02,7,FALSE
8403,40071,Legal Notified,SOC,24-06-2023,102.47,9,FALSE
8404,49508,Account Locked,Third-Party,,98.17,9,TRUE
8405,25213,Password Reset,IT,07-09-2025,57.38,3,TRUE
8406,16820,Backup Restored,Third-Party,17-10-2024,65.71,6,FALSE
8407,1594,Legal Notified,Third-Party,31-07-2025,16.62,9,TRUE
8408,27099,Password Reset,Third-Party,,24.04,4,TRUE
8409,15436,Forensic Analysis,SOC,20-01-2025,68.69,8,TRUE
8410,43055,Forensic Analysis,Management,16-12-2024,86.22,2,TRUE
8411,25572,Patch Applied,SOC,04-07-2024,7.91,7,FALSE
8412,11522,Password Reset,SOC,19-08-2024,75.16,10,FALSE
8413,16859,Patch Applied,Management,,26.88,3,FALSE
8414,3680,Password Reset,IT,05-12-2024,56.65,9,FALSE
8415,22777,Password Reset,Third-Party,07-02-2024,20.94,2,TRUE
8416,41241,Password Reset,Third-Party,01-03-2024,48.45,9,TRUE
8417,39028,Legal Notified,Management,24-07-2025,95.69,10,FALSE
8418,8987,Password Reset,Management,,106.07,8,FALSE
8419,4277,Legal Notified,Management,20-05-2025,65.1,5,FALSE
8420,17554,Account Locked,Third-Party,02-10-2022,50.61,1,FALSE
8421,43845,Patch Applied,Legal,13-04-2023,118.59,9,FALSE
8422,45574,Backup Restored,Legal,15-10-2023,51.6,2,TRUE
8423,16436,Account Locked,Third-Party,07-08-2024,62.69,3,FALSE
8424,10814,Password Reset,Legal,26-04-2025,99.42,3,FALSE
8425,28843,Legal Notified,Management,28-10-2023,31.04,6,FALSE
8426,43661,Legal Notified,Management,23-03-2025,62.11,8,TRUE
8427,38828,Forensic Analysis,IT,29-03-2024,70.69,10,FALSE
8428,48202,Forensic Analysis,Third-Party,,76.77,2,TRUE
8429,9739,Backup Restored,SOC,,71.16,4,TRUE
8430,28195,Legal Notified,Legal,,106.46,6,FALSE
8431,19926,Patch Applied,Management,,51.24,8,FALSE
8432,46558,Forensic Analysis,Management,,113.51,8,FALSE
8433,31460,Forensic Analysis,Third-Party,30-07-2025,86.64,4,TRUE
8434,17896,Backup Restored,SOC,15-02-2024,59.74,4,FALSE
8435,28205,Password Reset,Legal,01-10-2023,18.04,3,FALSE
8436,43397,Legal Notified,IT,29-04-2024,35.97,4,TRUE
8437,34223,Password Reset,Management,16-03-2025,51.35,2,FALSE
8438,13736,Account Locked,Management,25-06-2023,48.2,2,FALSE
8439,10292,Patch Applied,SOC,,61.83,8,TRUE
8440,41100,Password Reset,IT,27-01-2024,113.51,5,FALSE
8441,12577,Password Reset,Third-Party,09-07-2025,48.3,2,FALSE
8442,33619,Password Reset,Third-Party,06-09-2023,21.3,8,TRUE
8443,42733,Password Reset,IT,21-01-2024,103.8,4,FALSE
8444,12759,Legal Notified,Management,30-06-2025,28.35,1,FALSE
8445,16400,Forensic Analysis,SOC,27-07-2023,35.1,6,TRUE
8446,17200,Account Locked,Legal,26-01-2025,82.28,9,FALSE
8447,18235,Password Reset,Third-Party,28-09-2024,89.74,7,TRUE
8448,32499,Account Locked,Management,15-07-2023,70.06,3,FALSE
8449,39951,Patch Applied,SOC,,96.4,10,FALSE
8450,33401,Backup Restored,Third-Party,,76.95,7,FALSE
8451,34676,Legal Notified,IT,02-05-2025,43.03,1,FALSE
8452,38997,Legal Notified,SOC,01-01-2023,58.62,5,TRUE
8453,43836,Patch Applied,Management,,60.39,9,FALSE
8454,29161,Forensic Analysis,Management,10-10-2023,37.3,5,FALSE
8455,15750,Account Locked,Management,24-09-2023,101.81,3,TRUE
8456,20483,Patch Applied,IT,08-06-2025,22.21,4,FALSE
8457,34750,Forensic Analysis,IT,,108.13,6,TRUE
8458,36060,Legal Notified,IT,,13.79,3,FALSE
8459,49400,Backup Restored,IT,,72.33,5,TRUE
8460,7586,Patch Applied,Third-Party,26-04-2024,117.53,6,FALSE
8461,36406,Backup Restored,Legal,,62.14,7,TRUE
8462,32507,Password Reset,Management,,79.61,10,FALSE
8463,11346,Patch Applied,Third-Party,26-07-2025,67.54,1,TRUE
8464,9963,Forensic Analysis,SOC,28-06-2025,67.33,1,FALSE
8465,20113,Account Locked,Third-Party,13-06-2024,18.7,6,FALSE
8466,48885,Account Locked,Legal,24-11-2023,37.72,9,FALSE
8467,39577,Forensic Analysis,SOC,24-03-2024,103.8,2,FALSE
8468,38623,Legal Notified,Legal,,55.14,3,FALSE
8469,22533,Password Reset,IT,,67.42,6,FALSE
8470,5105,Backup Restored,IT,,21.28,5,FALSE
8471,23567,Account Locked,IT,15-07-2023,21.23,2,FALSE
8472,45602,Backup Restored,Management,30-08-2024,48.28,3,TRUE
8473,36979,Forensic Analysis,IT,01-09-2024,29.71,2,FALSE
8474,28701,Account Locked,Management,20-12-2023,11.33,8,FALSE
8475,27963,Patch Applied,Third-Party,17-03-2025,111.44,10,TRUE
8476,1018,Password Reset,Third-Party,31-08-2023,72.26,7,FALSE
8477,44860,Account Locked,Management,25-01-2025,88.31,2,TRUE
8478,37545,Backup Restored,Third-Party,15-09-2025,5.22,2,FALSE
8479,33800,Forensic Analysis,Third-Party,15-06-2024,39.39,9,FALSE
8480,17654,Patch Applied,Third-Party,26-06-2024,62.34,4,TRUE
8481,14894,Account Locked,Management,31-01-2024,77.63,8,FALSE
8482,24591,Forensic Analysis,Management,09-10-2024,19.73,4,TRUE
8483,42582,Patch Applied,Management,31-01-2025,35.85,6,FALSE
8484,5519,Account Locked,Management,,47.75,1,TRUE
8485,48666,Account Locked,Management,01-02-2025,22.26,4,FALSE
8486,24150,Legal Notified,Management,13-01-2024,85.14,6,FALSE
8487,15900,Legal Notified,IT,24-09-2025,100.37,8,FALSE
8488,33477,Password Reset,Third-Party,28-02-2024,88.55,6,FALSE
8489,12064,Account Locked,Third-Party,21-10-2022,46.27,9,FALSE
8490,9303,Patch Applied,Management,06-06-2023,4.87,3,TRUE
8491,16343,Password Reset,IT,,53.58,6,TRUE
8492,48113,Password Reset,Legal,09-11-2024,79.27,6,TRUE
8493,11529,Backup Restored,Third-Party,04-09-2022,68.73,4,FALSE
8494,8983,Password Reset,Management,23-08-2025,102.82,9,TRUE
8495,10701,Patch Applied,IT,08-02-2024,62.79,10,FALSE
8496,39802,Legal Notified,SOC,27-04-2025,25.3,3,TRUE
8497,21302,Legal Notified,IT,11-08-2025,62.4,6,FALSE
8498,48748,Account Locked,Legal,24-11-2024,81.94,9,FALSE
8499,1549,Password Reset,SOC,,75.3,9,TRUE
8500,8330,Password Reset,SOC,08-09-2024,105.61,7,TRUE
8501,47140,Patch Applied,Legal,13-01-2025,14.98,3,FALSE
8502,1528,Patch Applied,Third-Party,08-12-2023,12.42,8,FALSE
8503,35892,Forensic Analysis,Management,,84.7,1,FALSE
8504,39388,Backup Restored,Legal,23-10-2023,92.86,9,FALSE
8505,30644,Legal Notified,Legal,31-10-2024,93.69,2,FALSE
8506,43677,Legal Notified,Management,,8.32,6,TRUE
8507,36756,Backup Restored,IT,,50.55,3,FALSE
8508,23285,Backup Restored,Management,07-09-2023,89.02,10,FALSE
8509,43378,Password Reset,Management,26-12-2024,115.55,2,TRUE
8510,33200,Backup Restored,Management,21-10-2024,114.59,2,TRUE
8511,43526,Forensic Analysis,IT,,86.46,7,TRUE
8512,31821,Legal Notified,Third-Party,15-12-2023,117.1,6,FALSE
8513,6856,Patch Applied,SOC,18-11-2024,31.98,2,FALSE
8514,36490,Account Locked,Third-Party,26-07-2024,40.53,7,TRUE
8515,21605,Forensic Analysis,IT,05-10-2023,112.57,3,FALSE
8516,17271,Password Reset,Third-Party,23-01-2025,28.79,4,FALSE
8517,14100,Account Locked,Third-Party,06-04-2024,68.93,5,FALSE
8518,24249,Patch Applied,Third-Party,02-05-2024,37,3,FALSE
8519,11642,Password Reset,Legal,19-11-2024,77.52,7,FALSE
8520,3648,Patch Applied,Legal,13-11-2024,90.59,5,FALSE
8521,49246,Legal Notified,SOC,,71.87,3,TRUE
8522,26723,Patch Applied,Management,28-06-2025,110.17,1,FALSE
8523,4303,Password Reset,SOC,30-07-2023,94.95,5,FALSE
8524,49218,Account Locked,SOC,14-10-2024,49.51,7,FALSE
8525,44987,Password Reset,SOC,16-06-2025,63.72,10,FALSE
8526,18249,Backup Restored,Third-Party,13-07-2025,31.57,4,TRUE
8527,35078,Password Reset,Third-Party,13-05-2023,32.62,4,FALSE
8528,7709,Patch Applied,Management,07-10-2025,98.25,9,TRUE
8529,1950,Account Locked,Legal,,115.58,5,FALSE
8530,49635,Legal Notified,SOC,12-01-2023,29.88,9,TRUE
8531,45858,Account Locked,Third-Party,,47,1,FALSE
8532,436,Backup Restored,Third-Party,,99.05,2,FALSE
8533,48015,Forensic Analysis,SOC,21-10-2024,53.34,2,TRUE
8534,31106,Backup Restored,SOC,,89.19,5,TRUE
8535,9933,Patch Applied,Legal,11-04-2023,52.87,6,FALSE
8536,18138,Forensic Analysis,Management,16-11-2023,39.22,10,FALSE
8537,8879,Account Locked,Management,06-02-2025,92.76,1,FALSE
8538,13484,Patch Applied,IT,,117.82,9,TRUE
8539,21215,Password Reset,Management,23-08-2024,62.06,5,TRUE
8540,19717,Account Locked,Third-Party,,24.91,4,FALSE
8541,36824,Legal Notified,Third-Party,10-08-2023,9.58,3,TRUE
8542,4654,Account Locked,IT,16-03-2023,55.18,4,TRUE
8543,42400,Legal Notified,Third-Party,11-04-2025,56.58,1,FALSE
8544,20691,Account Locked,Legal,09-06-2024,117.04,10,TRUE
8545,37681,Legal Notified,Legal,03-06-2023,89.8,4,FALSE
8546,26873,Account Locked,SOC,20-11-2023,116.4,6,FALSE
8547,42463,Backup Restored,Third-Party,,114.45,9,FALSE
8548,21627,Patch Applied,IT,03-01-2025,28.37,10,FALSE
8549,23959,Account Locked,Legal,05-08-2025,71.36,7,TRUE
8550,48835,Backup Restored,SOC,22-08-2023,86.48,1,FALSE
8551,49891,Backup Restored,Legal,11-12-2023,99.63,6,FALSE
8552,29688,Patch Applied,IT,02-08-2024,0.99,5,TRUE
8553,36555,Forensic Analysis,Management,,4.31,1,FALSE
8554,39930,Backup Restored,Third-Party,15-09-2024,75.89,1,FALSE
8555,17623,Backup Restored,IT,01-05-2023,7.34,8,FALSE
8556,49461,Account Locked,SOC,20-08-2024,39.54,8,FALSE
8557,9194,Backup Restored,IT,17-01-2025,108.51,10,FALSE
8558,4967,Backup Restored,Third-Party,01-01-2025,74.66,3,FALSE
8559,27834,Account Locked,Legal,05-12-2024,111.97,6,TRUE
8560,37129,Backup Restored,SOC,19-10-2023,25.06,4,FALSE
8561,21479,Backup Restored,IT,17-08-2024,54.09,9,FALSE
8562,15074,Backup Restored,SOC,,44.56,1,FALSE
8563,48716,Password Reset,SOC,03-04-2025,0.62,5,FALSE
8564,14487,Password Reset,SOC,21-02-2025,114.41,2,FALSE
8565,26013,Account Locked,Third-Party,,58.59,2,TRUE
8566,47938,Patch Applied,SOC,25-03-2024,114.83,6,FALSE
8567,1296,Backup Restored,Legal,06-04-2025,106.48,7,FALSE
8568,160,Legal Notified,SOC,28-05-2022,53.71,7,TRUE
8569,5026,Password Reset,Legal,,25.82,5,FALSE
8570,21429,Backup Restored,SOC,08-04-2024,64.14,3,FALSE
8571,40531,Patch Applied,Legal,19-03-2024,72.73,7,FALSE
8572,30238,Password Reset,Management,,18.86,9,TRUE
8573,44480,Password Reset,Legal,07-04-2024,41.57,10,TRUE
8574,7727,Forensic Analysis,Management,22-12-2023,7.85,10,FALSE
8575,40193,Password Reset,Third-Party,03-01-2025,109.53,1,FALSE
8576,17499,Patch Applied,Legal,29-09-2024,22.51,4,FALSE
8577,25763,Forensic Analysis,IT,,113.01,4,FALSE
8578,1498,Backup Restored,SOC,22-12-2023,23.7,4,FALSE
8579,5879,Legal Notified,SOC,,101.46,4,TRUE
8580,22727,Legal Notified,SOC,25-04-2024,14.67,9,FALSE
8581,23964,Account Locked,IT,19-03-2023,16.78,3,TRUE
8582,11712,Patch Applied,SOC,28-02-2024,111.75,4,FALSE
8583,46964,Forensic Analysis,IT,02-04-2025,78.25,10,FALSE
8584,37684,Forensic Analysis,IT,22-09-2025,82.51,10,FALSE
8585,34462,Account Locked,Third-Party,04-03-2024,50.96,10,TRUE
8586,44005,Account Locked,Management,20-11-2023,89.31,6,TRUE
8587,17844,Patch Applied,Legal,,73.32,10,FALSE
8588,31639,Forensic Analysis,Third-Party,07-02-2024,82.81,5,FALSE
8589,46061,Legal Notified,Third-Party,15-06-2022,89.82,8,TRUE
8590,30390,Backup Restored,Management,03-04-2025,117.34,3,TRUE
8591,46082,Backup Restored,SOC,,26.55,7,FALSE
8592,34034,Password Reset,SOC,,67.61,2,FALSE
8593,3921,Legal Notified,SOC,,9.51,1,FALSE
8594,22813,Backup Restored,Legal,,64.95,3,TRUE
8595,8309,Legal Notified,SOC,06-04-2024,30.66,7,TRUE
8596,7171,Forensic Analysis,Legal,04-06-2025,62.91,6,TRUE
8597,18573,Legal Notified,Legal,08-01-2024,77.43,1,TRUE
8598,17432,Forensic Analysis,Management,13-04-2024,88.62,4,TRUE
8599,6015,Patch Applied,Management,14-06-2022,14.28,3,FALSE
8600,34692,Forensic Analysis,SOC,09-12-2023,98.04,1,FALSE
8601,13258,Account Locked,IT,14-10-2023,25.27,9,TRUE
8602,26044,Password Reset,IT,,51.16,7,FALSE
8603,48203,Backup Restored,Management,08-04-2025,24.39,6,FALSE
8604,12525,Forensic Analysis,Third-Party,14-10-2023,111.42,10,FALSE
8605,2686,Account Locked,Management,,4.69,8,TRUE
8606,49200,Patch Applied,Third-Party,24-06-2023,105.13,5,FALSE
8607,39091,Backup Restored,Third-Party,08-10-2024,60.69,4,TRUE
8608,5152,Patch Applied,SOC,14-02-2024,107.92,3,FALSE
8609,16792,Password Reset,IT,13-07-2025,70.56,8,TRUE
8610,38360,Patch Applied,Third-Party,09-08-2024,77.53,8,FALSE
8611,20266,Password Reset,SOC,11-06-2025,53.52,8,FALSE
8612,32060,Backup Restored,SOC,30-11-2024,41.23,7,FALSE
8613,39947,Account Locked,SOC,30-08-2024,15.03,3,FALSE
8614,3497,Patch Applied,Legal,07-06-2024,45.05,2,TRUE
8615,13868,Legal Notified,Legal,04-05-2025,43.22,3,TRUE
8616,402,Account Locked,Legal,07-08-2024,6.87,4,FALSE
8617,33549,Backup Restored,Legal,29-04-2025,46.78,1,TRUE
8618,190,Forensic Analysis,Legal,09-08-2024,107.52,3,FALSE
8619,48703,Backup Restored,Third-Party,,94.55,2,FALSE
8620,36664,Patch Applied,Management,04-03-2024,90.08,3,TRUE
8621,38019,Patch Applied,Legal,02-04-2023,115.01,1,TRUE
8622,8490,Backup Restored,Legal,05-12-2023,36.55,9,FALSE
8623,2528,Legal Notified,Third-Party,,32.45,1,FALSE
8624,49286,Backup Restored,Third-Party,,87.81,6,FALSE
8625,969,Forensic Analysis,SOC,15-10-2023,25.88,5,FALSE
8626,14307,Account Locked,Legal,28-11-2024,70.3,10,TRUE
8627,49061,Account Locked,Management,12-12-2024,61.46,9,FALSE
8628,45341,Password Reset,IT,10-10-2024,110.63,10,FALSE
8629,22272,Password Reset,Third-Party,01-07-2025,56.77,6,TRUE
8630,24826,Forensic Analysis,Third-Party,,81.03,4,FALSE
8631,41092,Password Reset,IT,,62.34,7,FALSE
8632,30910,Legal Notified,Third-Party,17-11-2024,111.39,7,TRUE
8633,24937,Forensic Analysis,IT,24-03-2024,95.87,5,FALSE
8634,47894,Forensic Analysis,Legal,,61.85,8,FALSE
8635,21776,Account Locked,Legal,,14.73,7,FALSE
8636,9167,Patch Applied,SOC,08-11-2022,108.1,3,FALSE
8637,16110,Backup Restored,IT,11-07-2024,73.74,4,TRUE
8638,46349,Account Locked,IT,,94.98,4,FALSE
8639,4811,Backup Restored,Legal,22-03-2025,86.84,7,FALSE
8640,35449,Forensic Analysis,Management,03-12-2023,100.54,1,FALSE
8641,1733,Patch Applied,IT,28-10-2024,51.66,1,FALSE
8642,45626,Backup Restored,Management,12-10-2024,8.3,7,FALSE
8643,22927,Account Locked,Management,30-08-2024,115.08,5,FALSE
8644,11313,Account Locked,SOC,04-08-2025,84.69,2,TRUE
8645,14816,Legal Notified,Management,22-06-2025,25.86,1,FALSE
8646,7281,Account Locked,Third-Party,28-03-2025,106.92,8,FALSE
8647,12111,Account Locked,Legal,,68.58,4,FALSE
8648,28482,Patch Applied,Third-Party,22-12-2024,14.12,5,FALSE
8649,22053,Account Locked,Legal,,83.43,10,FALSE
8650,2779,Account Locked,Legal,,117.46,8,FALSE
8651,6089,Forensic Analysis,Management,09-11-2024,35,6,TRUE
8652,20411,Backup Restored,Legal,,101.24,6,FALSE
8653,47496,Password Reset,SOC,31-07-2023,103.71,5,FALSE
8654,45622,Backup Restored,Legal,27-03-2025,18.33,8,FALSE
8655,16220,Password Reset,IT,27-05-2025,69.94,7,TRUE
8656,13418,Patch Applied,Third-Party,21-01-2024,79.55,3,FALSE
8657,44831,Account Locked,IT,19-03-2023,39.69,8,TRUE
8658,9438,Backup Restored,Legal,31-12-2023,5.24,4,TRUE
8659,26345,Account Locked,IT,12-08-2024,63.04,7,TRUE
8660,47790,Legal Notified,IT,,112.37,1,FALSE
8661,6283,Account Locked,Legal,,19.93,1,TRUE
8662,22589,Patch Applied,Management,04-11-2024,33.06,1,TRUE
8663,24853,Legal Notified,Third-Party,05-05-2025,112.86,6,TRUE
8664,46703,Password Reset,SOC,26-04-2025,34.46,4,FALSE
8665,18933,Patch Applied,Legal,13-07-2023,112.55,9,FALSE
8666,7802,Password Reset,IT,26-04-2024,44.45,4,FALSE
8667,42211,Legal Notified,SOC,29-09-2025,95.72,5,FALSE
8668,22490,Password Reset,IT,10-11-2024,36.54,2,FALSE
8669,20972,Forensic Analysis,IT,21-04-2025,50.38,4,TRUE
8670,29621,Backup Restored,Management,03-07-2025,80.58,8,FALSE
8671,43741,Legal Notified,Third-Party,30-09-2024,42.13,1,FALSE
8672,21001,Backup Restored,Legal,,118.37,2,FALSE
8673,32305,Forensic Analysis,Management,13-12-2023,67.51,1,FALSE
8674,3521,Account Locked,Third-Party,,105.8,6,FALSE
8675,36148,Account Locked,SOC,15-06-2024,67.36,3,FALSE
8676,7285,Legal Notified,Legal,26-08-2024,74.88,2,FALSE
8677,24704,Password Reset,Third-Party,,49.63,10,FALSE
8678,10739,Forensic Analysis,Legal,07-03-2025,92.71,2,FALSE
8679,20165,Patch Applied,IT,03-06-2025,113.17,3,TRUE
8680,41035,Account Locked,IT,,23.97,7,FALSE
8681,30685,Password Reset,SOC,18-01-2024,118.13,1,FALSE
8682,13511,Password Reset,Management,06-12-2024,28.56,8,TRUE
8683,16520,Backup Restored,Third-Party,19-04-2024,80.39,1,TRUE
8684,30386,Forensic Analysis,IT,18-08-2024,83.1,4,TRUE
8685,9005,Forensic Analysis,Legal,03-12-2023,101.48,3,TRUE
8686,27532,Forensic Analysis,IT,02-02-2023,6.39,5,FALSE
8687,33559,Backup Restored,SOC,17-08-2024,34.62,1,TRUE
8688,41067,Forensic Analysis,Legal,03-07-2024,89.08,10,TRUE
8689,29197,Patch Applied,SOC,04-07-2025,29.11,6,FALSE
8690,21760,Backup Restored,SOC,23-10-2023,50.05,8,FALSE
8691,22520,Account Locked,Third-Party,27-01-2025,91.2,1,TRUE
8692,21221,Backup Restored,Management,,102.85,7,FALSE
8693,46342,Legal Notified,Legal,19-07-2025,61.26,5,TRUE
8694,37964,Patch Applied,Third-Party,08-05-2024,8.83,6,FALSE
8695,10771,Legal Notified,SOC,07-03-2024,99.12,7,FALSE
8696,19834,Backup Restored,Management,06-07-2023,119.44,5,FALSE
8697,49475,Password Reset,IT,11-07-2024,73.49,2,TRUE
8698,3915,Password Reset,Third-Party,,5.57,2,TRUE
8699,13310,Backup Restored,Legal,10-09-2024,80.89,1,FALSE
8700,21549,Password Reset,Management,10-02-2025,113.42,7,FALSE
8701,36979,Forensic Analysis,Third-Party,22-08-2024,56.06,5,TRUE
8702,15162,Legal Notified,Management,26-12-2024,13.87,1,FALSE
8703,37844,Backup Restored,IT,,19.13,6,TRUE
8704,48887,Backup Restored,SOC,,112.3,10,FALSE
8705,36188,Legal Notified,IT,,25.22,6,FALSE
8706,5222,Password Reset,SOC,,99.5,8,TRUE
8707,2438,Forensic Analysis,Legal,21-01-2025,96.63,5,FALSE
8708,13084,Backup Restored,SOC,,11.5,1,TRUE
8709,47492,Account Locked,Third-Party,,13.26,4,FALSE
8710,21331,Backup Restored,Third-Party,,4.85,10,FALSE
8711,371,Backup Restored,Management,11-02-2023,45.59,2,FALSE
8712,37177,Patch Applied,Third-Party,,114.17,10,TRUE
8713,26694,Account Locked,SOC,19-12-2024,10.67,8,FALSE
8714,22124,Backup Restored,Management,04-05-2025,119.91,3,FALSE
8715,9102,Password Reset,Legal,07-10-2024,65.89,4,FALSE
8716,4005,Password Reset,Third-Party,31-01-2023,65.51,10,FALSE
8717,45556,Backup Restored,IT,,86.16,2,FALSE
8718,17582,Patch Applied,Management,15-09-2023,72.84,3,TRUE
8719,9472,Legal Notified,SOC,19-06-2023,116.56,4,TRUE
8720,17445,Forensic Analysis,Legal,,38.2,2,TRUE
8721,40868,Backup Restored,SOC,02-08-2025,116.64,3,TRUE
8722,42658,Patch Applied,Legal,,114.43,5,TRUE
8723,21728,Account Locked,IT,,67.75,7,FALSE
8724,6335,Forensic Analysis,IT,10-09-2024,48.89,7,FALSE
8725,29026,Legal Notified,IT,05-12-2022,96.6,2,FALSE
8726,10462,Forensic Analysis,Management,25-06-2024,5.82,1,TRUE
8727,45646,Password Reset,IT,11-06-2024,56.39,2,FALSE
8728,29531,Password Reset,IT,01-05-2025,13.82,3,TRUE
8729,42000,Account Locked,Legal,03-08-2023,72.67,5,TRUE
8730,27266,Legal Notified,IT,,71.02,7,TRUE
8731,15651,Backup Restored,IT,23-06-2025,24.58,3,FALSE
8732,33760,Forensic Analysis,SOC,,101.32,3,TRUE
8733,30577,Password Reset,SOC,21-02-2023,37.95,3,FALSE
8734,28978,Patch Applied,Third-Party,23-05-2025,75.28,8,FALSE
8735,38896,Backup Restored,Legal,,119.73,9,TRUE
8736,10546,Patch Applied,Third-Party,,0.48,6,FALSE
8737,47430,Account Locked,Legal,22-07-2025,85.5,6,FALSE
8738,35873,Legal Notified,Legal,27-03-2025,80.76,9,TRUE
8739,5441,Patch Applied,Management,28-08-2023,8.84,9,FALSE
8740,41674,Patch Applied,Legal,06-07-2024,3.85,9,FALSE
8741,46261,Password Reset,Legal,,79.4,2,FALSE
8742,48640,Backup Restored,Management,30-08-2025,93.61,3,FALSE
8743,24976,Forensic Analysis,Management,,92.63,5,FALSE
8744,46884,Patch Applied,Third-Party,,0.17,8,TRUE
8745,5788,Account Locked,IT,,6.68,4,FALSE
8746,21389,Account Locked,Legal,,98.77,9,FALSE
8747,9980,Patch Applied,IT,15-01-2025,27.99,3,TRUE
8748,14060,Backup Restored,Third-Party,11-07-2025,81.96,5,FALSE
