Impact_ID,Incident_ID,Impact_Type,Downtime_Hours,Records_Compromised,Compliance_Breach, Estimated_Cost_USD 
6003,31298,Financial,67.85,329326,TRUE," $21,65,879.46 "
6004,40119,System Downtime,164.83,101712,FALSE," $5,67,597.53 "
6005,42024,Reputational,32.63,714506,FALSE," $28,41,850.83 "
6006,43486,Financial,73.1,983487,FALSE," $28,18,067.92 "
6007,29939,Reputational,224.7,109436,FALSE," $3,18,537.26 "
6008,42075,Reputational,201.9,920723,TRUE," $16,73,768.79 "
6009,35605,Data Loss,11.52,613563,TRUE," $5,07,988.26 "
6010,14308,Data Loss,209.37,653602,TRUE," $24,53,461.06 "
6011,10728,Financial,9.44,168001,TRUE," $10,90,884.33 "
6012,23862,Data Loss,156.44,157207,FALSE," $3,88,615.69 "
6013,45641,Financial,62.11,737440,TRUE," $33,74,041.11 "
6014,24614,Financial,158.53,588776,FALSE," $36,13,412.28 "
6015,22087,System Downtime,236.92,398731,FALSE," $14,74,069.52 "
6016,27177,System Downtime,210.9,656462,FALSE," $17,69,588.27 "
6017,41226,Reputational,223.6,404152,TRUE," $32,33,737.77 "
6018,25482,Financial,222.3,505791,FALSE," $27,62,752.25 "
6019,12784,Reputational,57.85,145180,FALSE," $6,39,837.23 "
6020,35506,Data Loss,175.55,803009,FALSE," $12,24,726.31 "
6021,46252,Reputational,97.22,316284,FALSE," $19,97,418.93 "
6022,27251,Data Loss,174.21,713536,TRUE," $7,37,528.10 "
6023,20912,System Downtime,73.91,297050,FALSE," $9,87,880.09 "
6024,7747,Data Loss,226.1,477451,TRUE," $21,65,509.41 "
6025,7372,System Downtime,192.34,428560,FALSE," $19,35,104.32 "
6026,24952,Reputational,142.58,425537,TRUE," $28,64,043.29 "
6027,5665,Data Loss,1.49,300877,FALSE," $2,29,110.48 "
6028,35967,Data Loss,106.88,377049,FALSE," $12,30,258.15 "
6029,2303,System Downtime,88.54,602318,FALSE," $23,01,422.02 "
6030,2270,Reputational,178.19,877,TRUE," $43,723.18 "
6031,44918,Data Loss,34.35,327922,TRUE," $17,13,959.61 "
6032,29478,System Downtime,163.41,546258,FALSE," $9,55,264.35 "
6033,45824,Reputational,219.5,535161,FALSE," $20,83,013.57 "
6034,30931,System Downtime,31.75,562088,TRUE," $31,84,343.63 "
6035,28273,Data Loss,80.46,11388,FALSE," $1,63,820.61 "
6036,33030,System Downtime,211.86,403312,TRUE," $7,94,201.27 "
6037,4989,Data Loss,135.89,866953,FALSE," $49,82,329.42 "
6038,28096,System Downtime,147.4,951250,FALSE," $40,41,355.05 "
6039,14291,Financial,162.84,714549,FALSE," $9,59,211.91 "
6040,8912,System Downtime,208.6,897146,FALSE," $20,31,232.18 "
6041,44802,Financial,191.88,495472,FALSE," $17,01,226.63 "
6042,47995,Reputational,100.58,750177,FALSE," $54,14,851.46 "
6043,19423,Data Loss,75.01,49567,TRUE," $2,94,974.14 "
6044,15363,Reputational,9.8,250550,TRUE," $18,54,239.65 "
6045,8548,Financial,190.88,793136,FALSE," $32,01,648.98 "
6046,6191,Financial,92.34,255677,FALSE," $8,54,770.38 "
6047,41431,System Downtime,17.3,767335,FALSE," $25,08,869.13 "
6048,7604,Data Loss,109.58,495219,FALSE," $27,72,135.42 "
6049,43923,Financial,177.61,279949,TRUE," $6,40,159.32 "
6050,35194,System Downtime,40.29,229321,TRUE," $2,99,227.36 "
6051,39272,Reputational,82.69,113372,FALSE," $1,66,030.22 "
6052,3435,Reputational,9.37,551900,FALSE," $24,94,839.64 "
6053,431,Financial,133.86,506907,FALSE," $22,02,113.69 "
6054,46043,Financial,209.85,927808,FALSE," $22,49,350.28 "
6055,47695,Financial,78.77,941679,FALSE," $68,60,793.62 "
6056,12709,Financial,213.39,186236,TRUE," $10,98,861.41 "
6057,46850,Financial,160.66,895300,FALSE," $55,10,559.23 "
6058,30923,Financial,232.34,584146,FALSE," $39,93,654.44 "
6059,2356,System Downtime,160.49,938164,FALSE," $60,61,976.51 "
6060,17802,Financial,157.9,419379,FALSE," $5,76,156.45 "
6061,24119,Financial,174.56,646423,FALSE," $14,78,609.24 "
6062,37555,System Downtime,120.33,999348,FALSE," $35,79,952.08 "
6063,23957,Reputational,169.62,875184,FALSE," $33,48,802.39 "
6064,34181,Data Loss,117.65,767432,FALSE," $46,83,054.50 "
6065,40934,Reputational,231.85,274372,FALSE," $6,81,338.64 "
6066,45333,Reputational,101.8,608795,TRUE," $30,95,702.73 "
6067,12949,Reputational,47.73,39066,FALSE," $2,17,007.11 "
6068,49522,Reputational,51.81,813683,FALSE," $45,93,049.85 "
6069,22449,Reputational,116.65,695075,FALSE," $44,85,006.96 "
6070,6301,Reputational,188.46,656074,TRUE," $44,86,697.13 "
6071,19436,Reputational,147.62,635319,FALSE," $16,07,929.95 "
6072,38935,Data Loss,178.52,808529,TRUE," $27,69,346.28 "
6073,15146,Reputational,114.63,614983,TRUE," $37,27,361.46 "
6074,21379,Data Loss,117.01,985587,FALSE," $30,93,229.08 "
6075,28421,Reputational,16.35,965896,FALSE," $21,51,551.17 "
6076,36947,Reputational,234,996106,FALSE," $59,01,032.93 "
6077,44085,Reputational,223.39,998079,TRUE," $17,25,909.50 "
6078,18625,Data Loss,228.28,956617,FALSE," $25,77,880.82 "
6079,32280,Financial,238.03,647132,FALSE," $33,18,229.00 "
6080,44570,Reputational,99.21,970255,TRUE," $55,69,000.93 "
6081,21801,System Downtime,159.61,294871,FALSE," $14,86,412.48 "
6082,18495,Data Loss,92.89,673737,FALSE," $13,05,297.96 "
6083,34627,Financial,211.22,276753,FALSE," $21,51,119.16 "
6084,21329,Data Loss,172.95,381211,FALSE," $14,22,236.19 "
6085,12450,Financial,108.31,325376,TRUE," $4,81,773.58 "
6086,22669,System Downtime,122.11,300443,FALSE," $5,39,367.56 "
6087,28786,Reputational,82.93,503422,FALSE," $9,98,039.92 "
6088,34080,Reputational,110.78,574731,TRUE," $34,33,024.24 "
6089,4721,Financial,36.81,650226,TRUE," $32,31,909.51 "
6090,7295,Financial,75.89,542563,TRUE," $25,84,415.24 "
6091,23745,System Downtime,21.93,546266,TRUE," $4,09,289.25 "
6092,46914,Financial,224.46,716174,FALSE," $26,94,563.02 "
6093,3030,Reputational,185.56,155334,FALSE," $13,04,900.92 "
6094,17876,Reputational,0.57,38506,FALSE," $1,15,799.04 "
6095,4446,Reputational,20.93,624177,FALSE," $38,05,465.75 "
6096,30788,Reputational,121.62,867140,FALSE," $15,06,642.63 "
6097,42610,System Downtime,27.47,566172,FALSE," $10,87,130.44 "
6098,19147,Reputational,60.83,721757,TRUE," $49,28,432.30 "
6099,39361,Reputational,112.31,173159,FALSE," $2,28,931.82 "
6100,1510,Reputational,95.16,340643,FALSE," $17,45,954.14 "
6101,44596,System Downtime,207.34,208282,FALSE," $14,53,964.86 "
6102,29600,Financial,30.42,817654,TRUE," $11,17,609.02 "
6103,21220,Data Loss,206.96,690082,FALSE," $33,81,645.52 "
6104,31004,System Downtime,131.42,721726,TRUE," $17,47,617.55 "
6105,27488,Data Loss,71.15,962705,TRUE," $66,21,635.04 "
6106,32160,Reputational,179.34,864364,FALSE," $21,09,968.12 "
6107,571,System Downtime,85.53,938530,TRUE," $6,57,051.08 "
6108,35941,System Downtime,213.82,286514,FALSE," $19,13,276.93 "
6109,26248,Financial,140.46,996601,TRUE," $67,77,049.95 "
6110,1699,Reputational,122.34,354264,TRUE," $12,77,582.71 "
6111,27941,System Downtime,102.73,39447,FALSE," $1,93,891.13 "
6112,5348,System Downtime,37.94,354788,TRUE," $20,16,930.80 "
6113,39528,System Downtime,24.96,99277,FALSE," $5,05,175.31 "
6114,32945,Financial,86.02,371042,TRUE," $6,30,476.78 "
6115,49771,Data Loss,130.56,952745,FALSE," $51,68,203.27 "
6116,10308,System Downtime,103,564056,TRUE," $15,15,258.45 "
6117,36132,Data Loss,129.42,804717,TRUE," $53,41,935.14 "
6118,32753,System Downtime,33.29,136353,FALSE," $7,95,913.98 "
6119,43538,Reputational,22.71,755649,FALSE," $10,51,990.01 "
6120,13039,Financial,182,731472,FALSE," $28,45,960.86 "
6121,7446,Financial,41.49,585918,FALSE," $24,46,089.91 "
6122,524,Reputational,209.43,98791,FALSE," $8,90,203.56 "
6123,10406,Data Loss,63.93,404412,FALSE," $7,22,161.07 "
6124,16607,Reputational,222.83,337285,FALSE," $20,09,001.22 "
6125,7082,Reputational,69.04,957826,FALSE," $40,99,096.24 "
6126,2195,Financial,145.26,779278,FALSE," $18,01,196.29 "
6127,33598,Reputational,75.3,186813,TRUE," $2,39,274.74 "
6128,15524,Reputational,152.02,216050,FALSE," $8,91,589.63 "
6129,47528,Reputational,140.88,692203,FALSE," $34,18,989.52 "
6130,65,System Downtime,84.44,572665,FALSE," $18,25,708.46 "
6131,32401,System Downtime,26.36,538715,FALSE," $28,73,277.72 "
6132,34192,Financial,162.93,134136,TRUE," $11,37,023.06 "
6133,46823,System Downtime,16.9,321477,FALSE," $17,44,944.98 "
6134,5152,Reputational,130.12,858927,TRUE," $59,34,949.60 "
6135,10472,Data Loss,91.72,882218,FALSE," $17,88,404.34 "
6136,47594,Reputational,43.22,394703,FALSE," $15,28,903.67 "
6137,3610,Financial,97.63,828950,TRUE," $15,61,146.78 "
6138,20492,Financial,59.72,806264,FALSE," $53,07,133.52 "
6139,37461,Reputational,18.6,808777,FALSE," $35,99,045.93 "
6140,20241,System Downtime,215.02,975974,TRUE," $29,61,150.53 "
6141,33535,Financial,202.68,41592,TRUE," $3,14,015.81 "
6142,6481,Reputational,175.2,487465,FALSE," $10,96,709.07 "
6143,21084,Reputational,161.77,399591,FALSE," $21,16,878.71 "
6144,46973,Data Loss,117.47,89330,FALSE," $8,60,913.23 "
6145,441,Reputational,128.31,56018,FALSE," $2,56,434.65 "
6146,47054,Data Loss,141.55,822937,TRUE," $13,90,411.09 "
6147,27992,Data Loss,108.3,667594,FALSE," $22,14,119.24 "
6148,25495,Reputational,41.91,476944,FALSE," $4,26,364.25 "
6149,6772,Reputational,69.18,763676,FALSE," $26,09,620.53 "
6150,48978,Data Loss,70.75,493030,FALSE," $2,99,631.98 "
6151,9631,Reputational,107.97,412580,FALSE," $13,95,221.68 "
6152,9379,Financial,230.86,611214,TRUE," $46,42,026.24 "
6153,2054,Reputational,84.57,138685,FALSE," $6,29,909.59 "
6154,35519,Reputational,84.02,240177,TRUE," $9,97,686.91 "
6155,40655,Financial,202.04,68947,FALSE," $5,75,872.85 "
6156,21196,Financial,187.25,629838,FALSE," $46,18,400.89 "
6157,44606,System Downtime,109.29,600363,FALSE," $18,45,057.87 "
6158,28663,Financial,183.16,433026,FALSE," $6,90,056.18 "
6159,42567,Reputational,188.46,360851,TRUE," $11,10,822.33 "
6160,34993,Financial,211.87,43772,FALSE," $3,90,209.57 "
6161,21623,Data Loss,112.09,470119,TRUE," $3,20,031.79 "
6162,16284,System Downtime,151.5,383334,FALSE," $29,27,849.42 "
6163,36711,System Downtime,234.1,944064,FALSE," $69,25,949.13 "
6164,11058,System Downtime,154.17,927998,FALSE," $24,44,812.04 "
6165,30314,System Downtime,216.27,79205,FALSE," $9,27,247.61 "
6166,22530,Data Loss,192.69,140297,TRUE," $2,37,950.25 "
6167,9962,Financial,164.77,433664,FALSE," $13,23,085.41 "
6168,35972,Financial,185.11,896497,FALSE," $18,46,692.89 "
6169,35975,Reputational,28.81,234145,TRUE," $7,59,009.62 "
6170,28071,Data Loss,191.49,73121,TRUE," $6,67,492.09 "
6171,15973,Data Loss,165.72,186165,FALSE," $14,84,558.24 "
6172,44117,System Downtime,191.29,493180,FALSE," $16,39,179.54 "
6173,2883,Reputational,3.34,603718,TRUE," $36,46,214.76 "
6174,30796,Reputational,229.21,859454,TRUE," $17,42,530.53 "
6175,16479,Reputational,120.25,869556,FALSE," $2,93,044.60 "
6176,38100,Financial,7.59,468722,FALSE," $24,19,836.96 "
6177,39427,Data Loss,235.09,800823,TRUE," $52,52,403.66 "
6178,9713,Reputational,190.29,469852,TRUE," $24,42,390.80 "
6179,32544,System Downtime,50.2,165007,TRUE," $11,52,961.56 "
6180,367,Data Loss,123.71,724478,FALSE," $28,25,735.42 "
6181,10645,System Downtime,229.88,931020,FALSE," $60,76,065.12 "
6182,32120,Data Loss,53.07,885907,FALSE," $21,57,398.27 "
6183,43207,Reputational,150.81,332767,FALSE," $16,22,994.23 "
6184,16841,Data Loss,163.35,90460,FALSE," $5,54,244.36 "
6185,8819,Financial,166.24,720421,FALSE," $53,99,519.68 "
6186,17117,Financial,48.15,850098,FALSE," $7,42,269.75 "
6187,35170,Financial,43.49,430260,TRUE," $9,36,542.58 "
6188,32738,System Downtime,46.62,36570,FALSE," $3,09,168.85 "
6189,36650,System Downtime,82.91,928601,FALSE," $18,27,524.29 "
6190,9985,Reputational,200.73,923587,FALSE," $13,19,221.06 "
6191,34030,Financial,30.23,2087,FALSE," $53,137.53 "
6192,39811,Reputational,17.73,601199,FALSE," $34,16,223.29 "
6193,3929,System Downtime,167.78,964678,FALSE," $15,18,138.86 "
6194,14540,Financial,122.4,633522,FALSE," $8,11,085.48 "
6195,24929,Data Loss,35.33,545955,FALSE," $19,87,888.04 "
6196,44092,Reputational,67.12,56839,FALSE," $1,85,313.58 "
6197,650,System Downtime,67.06,258158,FALSE," $7,58,474.58 "
6198,9780,Reputational,59.63,109797,FALSE," $6,36,799.14 "
6199,17451,Reputational,102.46,93857,FALSE," $2,11,000.91 "
6200,39769,Data Loss,237.08,469010,FALSE," $34,64,803.18 "
6201,11465,Financial,12.08,186581,FALSE," $6,92,476.47 "
6202,11138,Reputational,98.47,514686,FALSE," $27,43,072.56 "
6203,4013,Data Loss,230.16,572683,TRUE," $18,41,941.73 "
6204,47072,System Downtime,170.09,223707,FALSE," $13,66,092.70 "
6205,35543,Data Loss,11.41,213464,TRUE," $2,57,649.44 "
6206,8858,Financial,96.01,968628,FALSE," $45,60,940.24 "
6207,21434,Financial,226.19,484609,FALSE," $25,65,068.52 "
6208,18128,System Downtime,198.94,349472,FALSE," $28,22,579.34 "
6209,21018,Data Loss,133.55,534447,FALSE," $11,62,987.40 "
6210,20469,Reputational,179.03,322741,TRUE," $24,86,791.48 "
6211,2458,Data Loss,170.02,815858,FALSE," $58,92,916.99 "
6212,8124,Data Loss,118.74,40740,FALSE," $3,97,142.75 "
6213,23005,Data Loss,6.78,626455,FALSE," $46,90,026.37 "
6214,33199,Data Loss,207.47,160408,FALSE," $9,20,997.69 "
6215,6772,Reputational,54.82,414954,FALSE," $12,38,796.13 "
6216,45863,System Downtime,120.07,452560,FALSE," $8,57,076.39 "
6217,13119,System Downtime,62.21,480925,TRUE," $30,26,101.67 "
6218,5465,System Downtime,138.73,163042,FALSE," $11,82,748.78 "
6219,1154,Reputational,14.18,865821,FALSE," $27,95,752.50 "
6220,44048,Reputational,27.03,441136,FALSE," $31,87,652.74 "
6221,12511,System Downtime,181.11,500127,FALSE," $15,49,158.18 "
6222,42862,System Downtime,170.1,39819,FALSE," $3,64,672.86 "
6223,27709,Reputational,226.63,609001,TRUE," $26,30,167.27 "
6224,15553,Data Loss,188.03,412928,TRUE," $23,57,033.06 "
6225,33069,System Downtime,73.92,966560,TRUE," $71,38,670.93 "
6226,23984,Financial,83.69,707377,FALSE," $26,74,630.28 "
6227,27257,Financial,107.18,160929,FALSE," $2,39,957.19 "
6228,8375,Financial,126.84,694199,FALSE," $28,96,180.02 "
6229,18862,Financial,26.39,600864,TRUE," $15,71,989.56 "
6230,43489,Financial,141.38,73210,FALSE," $3,19,583.23 "
6231,15684,System Downtime,93.39,882181,FALSE," $59,08,049.73 "
6232,40614,System Downtime,105.18,82958,FALSE," $6,68,377.85 "
6233,11004,Reputational,192.72,378334,FALSE," $8,10,203.74 "
6234,10015,Financial,171.14,848658,TRUE," $10,44,143.43 "
6235,31198,System Downtime,231.25,625406,TRUE," $12,33,459.19 "
6236,31481,Financial,22.62,857766,TRUE," $46,20,658.11 "
6237,22662,Reputational,19.42,790241,FALSE," $51,73,933.34 "
6238,6902,Reputational,100.06,69512,TRUE," $5,00,608.59 "
6239,45494,System Downtime,128.4,928261,FALSE," $4,87,758.83 "
6240,6735,Reputational,144.32,553082,FALSE," $37,12,227.99 "
6241,25415,Data Loss,81.81,653301,FALSE," $24,46,836.37 "
6242,8369,Financial,136.02,675056,FALSE," $45,18,005.63 "
6243,45032,Reputational,215.57,629163,FALSE," $34,63,399.67 "
6244,33628,Financial,125.12,810579,FALSE," $59,61,049.67 "
6245,34912,Financial,235.77,974700,FALSE," $75,85,493.11 "
6246,18984,Reputational,64.75,975107,TRUE," $7,09,640.48 "
6247,867,System Downtime,162.68,549905,TRUE," $4,15,668.55 "
6248,38558,Data Loss,155.72,36756,TRUE," $2,69,496.50 "
6249,26017,Reputational,36.31,484087,FALSE," $32,82,250.73 "
6250,16003,Reputational,63.94,579272,FALSE," $22,25,159.71 "
6251,9622,Data Loss,17.18,438589,TRUE," $13,03,617.56 "
6252,18825,Reputational,222.69,358642,FALSE," $2,71,752.88 "
6253,8011,System Downtime,43.09,486018,FALSE," $19,27,289.31 "
6254,28561,Financial,200.05,756746,FALSE," $58,75,840.21 "
6255,32003,Data Loss,216.23,899394,FALSE," $5,47,795.28 "
6256,49942,System Downtime,107.62,484794,FALSE," $11,63,889.87 "
6257,23657,Data Loss,181.59,443471,TRUE," $28,89,607.44 "
6258,7975,Financial,102.37,903518,FALSE," $62,79,834.05 "
6259,21254,Financial,135.6,103688,FALSE," $3,78,198.69 "
6260,7394,Reputational,155.62,356292,TRUE," $21,06,393.15 "
6261,24583,System Downtime,15.92,503739,FALSE," $26,12,233.67 "
6262,26981,Reputational,59.82,646444,TRUE," $42,88,777.50 "
6263,14383,Reputational,172.26,511239,FALSE," $16,51,644.68 "
6264,22096,Data Loss,89.1,784091,TRUE," $54,27,009.71 "
6265,16541,Financial,149.23,24172,TRUE," $3,31,183.47 "
6266,36167,System Downtime,74.21,741015,TRUE," $40,20,999.70 "
6267,28010,Reputational,168.26,799260,FALSE," $61,41,483.68 "
6268,18456,System Downtime,54.62,681299,FALSE," $38,15,221.47 "
6269,24544,Financial,127.96,418712,FALSE," $30,20,124.90 "
6270,5818,Reputational,161.85,156067,FALSE," $12,59,228.37 "
6271,35120,Reputational,139.13,847388,FALSE," $37,35,365.25 "
6272,20301,Financial,114.4,331012,FALSE," $7,45,606.90 "
6273,9731,Financial,179.19,74963,FALSE," $8,22,240.76 "
6274,42747,Data Loss,139.31,901135,FALSE," $23,35,664.84 "
6275,13801,Data Loss,117.31,506836,FALSE," $17,61,116.57 "
6276,24963,System Downtime,69.31,662383,FALSE," $31,43,943.02 "
6277,22087,System Downtime,200.38,93240,TRUE," $4,27,663.26 "
6278,41484,Reputational,155.49,4342,FALSE," $24,128.76 "
6279,21285,System Downtime,30.56,102947,FALSE," $2,94,207.71 "
6280,38326,Reputational,231.99,470576,FALSE," $14,76,719.13 "
6281,15416,System Downtime,109.53,195998,TRUE," $6,71,089.61 "
6282,37115,Reputational,5.98,544206,FALSE," $28,44,911.12 "
6283,39627,Data Loss,197.07,513671,TRUE," $36,31,469.47 "
6284,33434,Financial,185.98,63975,FALSE," $4,56,980.38 "
6285,29961,Reputational,11.18,147390,TRUE," $1,64,659.24 "
6286,8561,Financial,202.74,520147,FALSE," $16,81,589.66 "
6287,47453,Reputational,157.14,334440,FALSE," $17,94,807.29 "
6288,44510,Data Loss,143.5,131090,FALSE," $9,46,002.92 "
6289,25939,Reputational,4.14,837305,FALSE," $34,42,987.01 "
6290,20538,Financial,173.86,281023,FALSE," $13,33,766.77 "
6291,19081,Financial,188.18,840297,FALSE," $38,34,357.51 "
6292,12799,Reputational,75.67,737252,FALSE," $53,09,102.27 "
6293,37355,System Downtime,119.43,406452,FALSE," $2,87,701.18 "
6294,35037,Financial,15.84,59875,TRUE," $1,67,117.61 "
6295,29367,Financial,231.88,786880,FALSE," $10,48,148.54 "
6296,2829,Reputational,102.93,706317,FALSE," $41,23,596.62 "
6297,13284,Reputational,46.14,95237,FALSE," $3,14,082.28 "
6298,20296,Financial,18.78,441834,FALSE," $30,40,618.86 "
6299,13850,Data Loss,160.64,244109,TRUE," $14,45,561.32 "
6300,30172,Data Loss,53.79,583448,TRUE," $39,15,347.25 "
6301,6037,Financial,113.94,237059,FALSE," $3,29,731.12 "
6302,20891,System Downtime,108.58,484122,FALSE," $27,34,555.92 "
6303,30432,Reputational,179.09,604515,FALSE," $9,74,538.53 "
6304,37679,System Downtime,204.56,455705,FALSE," $28,80,965.35 "
6305,19426,Data Loss,178.19,397948,FALSE," $28,06,599.64 "
6306,29569,Data Loss,211.6,912117,FALSE," $18,18,843.63 "
6307,41078,System Downtime,101.75,546065,FALSE," $40,21,028.47 "
6308,38766,Reputational,171.4,362485,FALSE," $28,29,276.08 "
6309,41872,Reputational,109.86,727567,FALSE," $43,34,567.33 "
6310,6881,Data Loss,209.82,742845,FALSE," $41,57,891.40 "
6311,4520,Financial,59.34,291275,FALSE," $3,01,517.40 "
6312,23680,Financial,74.02,444997,FALSE," $33,72,353.69 "
6313,24883,Financial,147.9,486264,FALSE," $12,28,455.04 "
6314,29838,System Downtime,166.61,143438,FALSE," $6,68,449.95 "
6315,40555,Reputational,50.11,167239,FALSE," $5,32,276.68 "
6316,15940,Financial,165.49,664978,TRUE," $22,25,346.52 "
6317,39167,Data Loss,105.08,648014,FALSE," $31,45,728.56 "
6318,21895,Reputational,71.55,885811,FALSE," $9,57,878.35 "
6319,42590,Data Loss,37.44,377955,FALSE," $19,85,450.89 "
6320,41040,Reputational,76.13,440304,FALSE," $3,95,027.95 "
6321,35416,Data Loss,188.28,355297,TRUE," $11,99,307.06 "
6322,29941,System Downtime,105.12,145411,FALSE," $7,78,760.16 "
6323,27504,Reputational,142.88,283443,FALSE," $22,72,663.11 "
6324,47507,Data Loss,74.84,69509,FALSE," $2,55,368.57 "
6325,7324,Financial,176.69,950303,TRUE," $14,65,334.38 "
6326,1606,Data Loss,238.11,18708,FALSE," $3,19,935.42 "
6327,37302,Data Loss,71.63,662231,FALSE," $25,11,064.83 "
6328,39848,Reputational,193.9,56289,FALSE," $1,56,789.22 "
6329,18176,Reputational,12.79,90903,FALSE," $77,627.71 "
6330,28338,System Downtime,81.12,940971,TRUE," $35,37,496.50 "
6331,12368,Data Loss,173.33,550255,FALSE," $14,62,633.44 "
6332,20008,System Downtime,69.15,952746,FALSE," $45,30,561.56 "
6333,33370,Reputational,198.46,59730,FALSE," $3,74,949.18 "
6334,33591,Data Loss,12.56,574936,TRUE," $20,25,083.52 "
6335,33887,Data Loss,98.19,91229,TRUE," $4,43,142.40 "
6336,11441,System Downtime,88.53,393075,FALSE," $3,16,876.75 "
6337,34900,Financial,23.72,307415,TRUE," $7,66,187.56 "
6338,48004,Financial,41.48,876226,FALSE," $20,80,238.98 "
6339,23816,Financial,169.01,585586,FALSE," $14,15,528.49 "
6340,8388,System Downtime,219.12,481062,TRUE," $12,99,850.29 "
6341,11837,Reputational,206.85,658675,FALSE," $20,63,552.66 "
6342,28305,Data Loss,59.69,876056,FALSE," $48,27,476.77 "
6343,9187,Financial,164.31,859027,FALSE," $21,02,294.31 "
6344,9258,Financial,116.58,157526,FALSE," $12,38,302.28 "
6345,36297,Financial,148.49,6052,FALSE," $49,563.34 "
6346,13809,Reputational,116,381465,FALSE," $3,88,086.64 "
6347,18139,System Downtime,42.25,849031,FALSE," $14,48,849.20 "
6348,1838,System Downtime,189.43,428431,TRUE," $19,38,610.97 "
6349,32032,Reputational,223.79,956084,FALSE," $31,85,759.94 "
6350,38784,System Downtime,81.08,332916,TRUE," $22,90,361.30 "
6351,11007,Data Loss,162.25,610701,FALSE," $40,25,961.40 "
6352,33204,Financial,134.34,574099,TRUE," $30,63,033.11 "
6353,4234,Reputational,125.93,101424,FALSE," $8,20,411.42 "
6354,40447,Financial,206.69,6340,FALSE," $3,07,649.71 "
6355,9937,Data Loss,115.78,14134,FALSE," $1,78,958.47 "
6356,14757,Data Loss,28.77,447976,TRUE," $29,39,081.20 "
6357,16413,Financial,107.66,50518,FALSE," $1,92,963.87 "
6358,31798,Financial,35.08,343502,FALSE," $13,65,708.00 "
6359,19386,Data Loss,5.72,260523,FALSE," $15,24,852.72 "
6360,37343,Reputational,81.07,198594,FALSE," $11,75,720.05 "
6361,8223,Financial,166.86,333150,FALSE," $18,22,382.01 "
6362,1669,Reputational,166.04,641872,FALSE," $8,45,645.44 "
6363,40463,Financial,9.59,74140,FALSE," $5,27,165.87 "
6364,30911,Reputational,191.67,730636,FALSE," $37,41,906.19 "
6365,11066,Data Loss,63.5,997305,FALSE," $52,05,643.71 "
6366,44287,Financial,74.07,481156,TRUE," $24,13,989.98 "
6367,29876,System Downtime,79.26,936924,TRUE," $39,52,432.82 "
6368,18132,Data Loss,221.73,470483,FALSE," $17,74,142.05 "
6369,41889,Reputational,109.63,732317,FALSE," $25,22,536.93 "
6370,28265,Financial,3.34,755103,TRUE," $21,70,995.32 "
6371,10407,Data Loss,182.09,4867,FALSE," $3,36,791.09 "
6372,31807,Reputational,125.66,995616,FALSE," $28,25,723.02 "
6373,6086,Reputational,127.82,79940,FALSE," $2,10,552.87 "
6374,27711,Reputational,125.3,968828,TRUE," $39,11,010.95 "
6375,30226,Reputational,201.88,826873,TRUE," $15,47,919.50 "
6376,37152,Reputational,40.58,331438,FALSE," $13,17,688.29 "
6377,12692,Financial,186.09,143462,FALSE," $5,85,862.25 "
6378,42829,Reputational,150.5,157029,TRUE," $10,36,962.89 "
6379,29887,Data Loss,119.33,434974,FALSE," $34,31,174.11 "
6380,14165,System Downtime,88.02,666051,TRUE," $39,93,766.35 "
6381,9828,System Downtime,41.17,17884,FALSE," $1,38,858.08 "
6382,43946,System Downtime,109.92,889666,FALSE," $34,75,800.13 "
6383,4363,Reputational,159.97,649496,FALSE," $23,80,734.23 "
6384,18037,Financial,14.44,520029,FALSE," $5,86,373.43 "
6385,30153,Financial,7.82,366418,FALSE," $19,74,526.96 "
6386,13238,Financial,125.11,328847,TRUE," $20,38,833.67 "
6387,49735,System Downtime,145.37,473338,FALSE," $12,48,842.82 "
6388,26719,Data Loss,147.62,900348,TRUE," $22,38,008.05 "
6389,22613,Reputational,220.58,598601,FALSE," $24,02,959.59 "
6390,32661,Financial,101.97,50605,FALSE," $3,01,399.66 "
6391,19550,System Downtime,235.29,414763,FALSE," $12,71,447.38 "
6392,33221,System Downtime,22.23,289339,TRUE," $10,60,096.09 "
6393,13732,Financial,48.38,58601,TRUE," $1,76,775.85 "
6394,12389,Financial,15.6,599319,FALSE," $40,29,836.75 "
6395,23632,Data Loss,126.91,995889,FALSE," $58,52,172.09 "
6396,37684,System Downtime,75.53,653411,FALSE," $35,69,656.74 "
6397,20786,Financial,170.3,826897,FALSE," $39,47,210.53 "
6398,34829,Reputational,146.63,710105,FALSE," $39,84,498.69 "
6399,24048,Reputational,72.41,693495,FALSE," $5,14,087.01 "
6400,14453,Financial,98.63,98327,FALSE," $3,97,682.89 "
6401,46411,Reputational,194.97,753398,FALSE," $17,74,107.13 "
6402,20138,System Downtime,233.99,308965,FALSE," $8,55,145.61 "
6403,21619,Financial,22.53,294811,FALSE," $9,24,471.47 "
6404,2753,Financial,37.32,245460,TRUE," $13,96,282.60 "
6405,25768,System Downtime,80.5,192660,TRUE," $9,39,319.17 "
6406,37575,Financial,9.67,186126,FALSE," $5,18,609.98 "
6407,39067,Reputational,131.57,570113,FALSE," $34,40,914.03 "
6408,14179,Financial,34.69,943653,FALSE," $55,55,402.56 "
6409,9518,Financial,25.22,848269,FALSE," $13,91,366.34 "
6410,35627,System Downtime,19.69,602972,FALSE," $31,52,751.79 "
